shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,cat_title,cat_slug,current_canonical_url,proposed_canonical_url,redirect_required,redirect_from,redirect_to,tags,collections,model_used,vision_escalated,suggested_brand_handles
gid://shopify/Product/6935127064657,kentucky-show-rug-160g,Kentucky Horse Rug - 160g Show Rug,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is clearly described as a 'Kentucky Horse Rug' and is part of the 'horse-rugs' collection. The description emphasizes its use as a show rug, which aligns with the 'Horse Rugs' type.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/kentucky-show-rug-160g,/horse/rugs/kentucky-show-rug-160g,no,,,"53; 56; 59; 6'6""; 6'9""",horse-rugs; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6935127097425,shanga-bug-rug-recovery-head-piece,Shanga Bug Rug - Recovery Head Piece,Trailrace Equestrian Outfitters,Horse Rugs,Fly mask,85,auto,"The product is described as a 'Recovery Head Piece' with features like insect repellent and protection from bugs, which aligns with the function of a fly mask. The tags include 'fly mask' and 'Fly Control', supporting this classification. Although it is listed under 'horse-rugs', the specific function and description suggest it is more accurately a fly mask.",Horse Rugs; Fly Control,Horse > Ear Net > Fly mask,/horse/bonnets/fly-masks,/horse/rugs/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,yes,/horse/rugs/shanga-bug-rug-recovery-head-piece,/horse/bonnets/fly-masks/shanga-bug-rug-recovery-head-piece,australia only; bug; Fly Control; fly mask; Horse Specials,horse-rugs; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6935127130193,shanga-bug-rug-recovery-combo,Shanga Bug Rug - Recovery Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Bug Rug' and 'Recovery Combo' specifically for horses, indicating it is a type of horse rug. The collections and tags also support this classification, with 'horse-rugs' being a key collection. The description emphasizes its use for insect repellent and recovery, which aligns with the function of a horse rug.","RUGS: Summer Rugs, Neck Rugs & Hoods; Fly Control; Fly mask",Horse > Rug,/horse/rugs,/horse/rugs/shanga-bug-rug-recovery-combo,/horse/rugs/shanga-bug-rug-recovery-combo,no,,,49; 50; 53; 56; 5’6”,horse-rugs; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,the-equestrian
gid://shopify/Product/6935127162961,shanga-light-mesh-set,Shanga Show Rug in Light Mesh Design,Trailrace Equestrian Outfitters,Horse Rugs,"RUGS: Summer Rugs, Neck Rugs & Hoods",90,auto,"The product is described as a 'Shanga Combo' made of light mesh, suitable for warmer months, and includes a hood and tailbag. It is categorized under 'horse-rugs' and 'summer' collections, indicating it's a summer rug with additional features like neck rugs and hoods.",Horse Rugs; Mesh Rug,"Horse > Rug > RUGS: Summer Rugs, Neck Rugs & Hoods",/horse/rugs/summer,/horse/rugs/summer/shanga-light-mesh-set,/horse/rugs/summer/shanga-light-mesh-set,no,,,59; 60; 63; 66; 69,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127195729,shanga-econo-ripstop-combo,Shanga Econo Ripstop Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Ripstop Combo rug' suitable for horses, and it is listed under the 'horse-rugs' collection. The description emphasizes its use as a rug for horses, confirming it as a type of horse rug.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/shanga-econo-ripstop-combo,/horse/rugs/shanga-econo-ripstop-combo,no,,,"4'0""; 4'9""; 5'0""; 5'3""; 5'6""",horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127228497,shanga-stable-rug,Shanga Stable Rug,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,100,auto,"The product is clearly identified as a 'Stable Rug' in the title and description, and it is part of the 'horse-rugs' collection. The tags and vendor also support this classification.","RUGS: Winter Rugs, Neck Rugs & Hoods; RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/shanga-stable-rug,/horse/rugs/shanga-stable-rug,no,,,60; 63; 66; australia only; burgundy,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127261265,shanga-ripstop-combo,Shanga Ripstop Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'ripstop combo' specifically for horses, with features like lined mane and shoulders, buckles on neck rug, and shoulder gusset, which are typical of horse rugs. The canonical collection hint and collections also support this classification.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/shanga-ripstop-combo,/horse/rugs/shanga-ripstop-combo,no,,,43; 46; 49; 50; 53,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127294033,shanga-white-ripstop-rug,Shanga White Ripstop Rug,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,100,auto,"The product is clearly identified as a 'ripstop rug' for horses in the title, description, and canonical collection hint. It is also listed under the 'horse-rugs' collection, confirming it is a type of horse rug.",,Horse > Rug,/horse/rugs,/horse/rugs/shanga-white-ripstop-rug,/horse/rugs/shanga-white-ripstop-rug,no,,,40; 43; 46; 49; 50,horse-rugs; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6935127326801,wild-horse-ic-duo-combo,IC Duo Combo Horse Rug by Wild Horse,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is clearly described as a horse rug with insect control features, and it is listed under collections related to horse rugs. The title, tags, and description all emphasize its function as a rug for horses.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/wild-horse-ic-duo-combo,/horse/rugs/wild-horse-ic-duo-combo,no,,,56; 59; 60; 63; australia only,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127392337,zilco-aircon-combo,Zilco Horse Rug: Aircon Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,100,auto,"The product is clearly identified as a 'Zilco Horse Rug' in the title, and it is part of the 'horse-rugs' collection. The description and tags further confirm it is a horse rug designed for airflow and comfort.","Rugs; Horse Rug; RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/zilco-aircon-combo,/horse/rugs/zilco-aircon-combo,no,,,56; 59; 66; Aircon; airflow,horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935127425105,stadium-wool-rug,Stadium Show Rug Made Of Wool,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Stadium Wool Rug' and is part of the 'horse-rugs' collection, indicating it is a type of horse rug. The description emphasizes its use for insulation and breathability, suitable for stables and shows, which aligns with the function of horse rugs.","Rugs; RUGS: Winter Rugs, Neck Rugs & Hoods; RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/stadium-wool-rug,/horse/rugs/stadium-wool-rug,no,,,50; 53; 56; 59; 60,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935127457873,zilco-econostop-combo,Zilco Horse Rug: Econostop Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,100,auto,The product is explicitly described as a 'Zilco Horse Rug: Econostop Combo' and is part of the 'horse-rugs' collection. The description and SEO title further confirm it as a horse rug.,"Rugs; Horseware; RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/zilco-econostop-combo,/horse/rugs/zilco-econostop-combo,no,,,43; 46; 49; 50; 53,horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935127490641,zilco-explorer-100-combo,Zilco Explorer 100 Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is clearly described as a horse rug in the title, description, and SEO title. It is part of the 'horse-rugs' collection and is associated with the brand Zilco, which is known for horse gear. The features listed, such as waterproof and breathable material, are typical for horse rugs.","RUGS: Winter Rugs, Neck Rugs & Hoods; RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/zilco-explorer-100-combo,/horse/rugs/zilco-explorer-100-combo,no,,,46; 50; 53; 56; 59,horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935127523409,zilco-flag-combo,Flag Combo,Trailrace Equestrian Outfitters,Horse Rugs,Flag Rug,90,auto,"The product is described as a 'flag combo' and is part of the 'horse-rugs' collection. The description emphasizes its lightweight flag material, which aligns with the 'Flag Rug' type. The vendor and collections support this classification.",Horse Rug; Rug,Horse > Rug > Flag Rug,/horse/rugs/flag,/horse/rugs/zilco-flag-combo,/horse/rugs/flag/zilco-flag-combo,yes,/horse/rugs/zilco-flag-combo,/horse/rugs/flag/zilco-flag-combo,"5'0""; 53; 56; 59; 60",horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935128473681,zilco-guardian-rainsheet-combo,Zilco Guardian Rainsheet Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is a 'Zilco Guardian Rainsheet Combo', which is described as a lightweight, waterproof, and breathable horse rug. It is part of the 'horse-rugs' collection and is specifically designed for horses, as indicated by the title, description, and canonical collection hint. The vendor is Trailrace Equestrian Outfitters, and the product is associated with the 'zilco' collection, which aligns with the brand Zilco known for horse gear.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/zilco-guardian-rainsheet-combo,/horse/rugs/zilco-guardian-rainsheet-combo,no,,,"+600D; 5'3""; 5'6""; 5'9""; 50",horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935129096273,zilco-supastop-combo,Zilco Horse Rug - Supastop Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,100,auto,"The product is clearly identified as a 'Zilco Horse Rug - Supastop Combo' in the title and is part of the 'horse-rugs' collection. The description emphasizes its use as a horse rug, specifically for summer, and the vendor is Trailrace Equestrian Outfitters, which aligns with equestrian products.","RUGS: Summer Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/zilco-supastop-combo,/horse/rugs/zilco-supastop-combo,no,,,"49; 5'9""; 50; 53; 56",horse-rugs; trailrace-equestrian-outfitters; zilco,gpt-4o,no,zilco
gid://shopify/Product/6935129882705,hamilton-canvas-neck-rug,Hamilton Show Rug With Canvas Neck,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Hamilton Show Rug With Canvas Neck' and is listed under the 'horse-rugs' collection. The description and tags emphasize its use as a rug for horses, specifically for show purposes, and its showerproof feature. The canonical collection hint also supports this classification.","RUGS: Summer Rugs, Neck Rugs & Hoods; Winter Rugs; Rug Accessories",Horse > Rug,/horse/rugs,/horse/rugs/hamilton-canvas-neck-rug,/horse/rugs/hamilton-canvas-neck-rug,no,,,australia only; Canvas; extra full; full; hamilton,horse-rugs; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6935129915473,eureka-mini-synthetic-rug,Synthetic Mini Rug - Eureka,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Synthetic Mini Rug' specifically for horses, with features like waterproofing and poly fill, aligning with the 'Horse Rugs' category. The canonical collection hint and tags also support this classification.",Rugs; Winter Rugs,Horse > Rug,/horse/rugs,/horse/rugs/eureka-mini-synthetic-rug,/horse/rugs/eureka-mini-synthetic-rug,no,,,36; 39; 40; australia only; eureka,horse-rugs; trailrace-equestrian-outfitters; globo_basis_collection,gpt-4o,no,
gid://shopify/Product/6935129948241,kentucky-horsewear-cooler-fleece-neck-rug,Kentucky Horsewear Fleece Cooler Neck Horse Rug,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,90,auto,"The product is a neck rug designed to complement a horse rug, specifically mentioned as a 'Cooler Fleece Neck Rug' by Kentucky Horsewear. It is categorized under 'horse-rugs' and described as compatible with other rugs, indicating it is part of the broader category of horse rugs.","RUGS: Rug Accessories; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/kentucky-horsewear-cooler-fleece-neck-rug,/horse/rugs/kentucky-horsewear-cooler-fleece-neck-rug,no,,,52123; australia only; Cooler; EOFY22; full,horse-rugs; horse-halters; trailrace-equestrian-outfitters,gpt-4o,no,kentucky
gid://shopify/Product/6935130013777,garrison-rainsheet-combo,Garrison Rainsheet Combo,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Garrison Rainsheet Combo' and is listed under the 'horse-rugs' collection. The description emphasizes its use as a protective covering for horses, aligning with the function of a horse rug. The canonical collection hint also points to 'horse/rugs'.","RUGS: Summer Rugs, Neck Rugs & Hoods; RUGS: Winter Rugs, Neck Rugs & Hoods",Horse > Rug,/horse/rugs,/horse/rugs/garrison-rainsheet-combo,/horse/rugs/garrison-rainsheet-combo,no,,,"5'3""; 5'6""; 5'9""; 6'0""; 6'3""",horse-rugs; trailrace-equestrian-outfitters; on-sale,gpt-4o,no,
gid://shopify/Product/6935130767441,kentucky-horsewear-cooler-fleece-rug,Kentucky Horsewear Fleece Cooler Rug,Trailrace Equestrian Outfitters,Horse Rugs,Horse Rugs,95,auto,"The product is described as a 'Cooler Fleece Rug' specifically for horses, and it is listed under the 'horse-rugs' collection. The description emphasizes its use for keeping horses warm and dry after training or bathing, which aligns with the function of a horse rug.","RUGS: Summer Rugs, Neck Rugs & Hoods; Winter Rugs",Horse > Rug,/horse/rugs,/horse/rugs/kentucky-horsewear-cooler-fleece-rug,/horse/rugs/kentucky-horsewear-cooler-fleece-rug,no,,,59; 60; 63; 66; 69,horse-rugs; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
gid://shopify/Product/6935130865745,kentucky-horsewear-horse-bib-waterproof,Kentucky Horsewear Horse Bib Waterproof,Trailrace Equestrian Outfitters,Horse Rugs - Rug Accessories,Rug Accessories,95,auto,"The product is described as a 'horse BIB' that prevents rubbing and is used in combination with horse rugs. It is categorized under 'Rug Accessories' in the tags and collections, indicating its function as an accessory to horse rugs.",Horse Rug; Horse Rugs,Horse > Rug > Rug Accessories,/horse/rugs/accessories,/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,/horse/rugs/accessories/kentucky-horsewear-horse-bib-waterproof,no,,,australia only; black; EOFY22; kentucky; navy,horse-rugs; trailrace-equestrian-outfitters; kentucky,gpt-4o,no,kentucky
